country_code,year_data,incgroup_historical,fcv,ssa_subregion_code,year,income_group,income_group_code
FJI,1989,Lower middle income,,,1989,Lower middle income,LMIC
FJI,2021,Upper middle income,No,,2021,Upper middle income,UMIC
FJI,1990,Lower middle income,,,1990,Lower middle income,LMIC
FJI,2007,Upper middle income,No,,2007,Upper middle income,UMIC
FRA,2017,High income,No,,2017,High income,HIC
FRA,2023,High income,No,,2023,High income,HIC
FRA,2001,High income,No,,2001,High income,HIC
FRA,1993,High income,,,1993,High income,HIC
FRA,2006,High income,No,,2006,High income,HIC
FRA,2016,High income,No,,2016,High income,HIC
FRA,2002,High income,No,,2002,High income,HIC
FRA,1997,High income,,,1997,High income,HIC
FRA,1988,High income,,,1988,High income,HIC
FRA,1991,High income,,,1991,High income,HIC
FRA,1998,High income,No,,1998,High income,HIC
FRA,1990,High income,,,1990,High income,HIC
FRA,2010,High income,No,,2010,High income,HIC
FRA,2011,High income,No,,2011,High income,HIC
FRA,2018,High income,No,,2018,High income,HIC
FRA,2007,High income,No,,2007,High income,HIC
FRA,2024,High income,No,,2024,High income,HIC
FRA,1999,High income,No,,1999,High income,HIC
FRA,2019,High income,No,,2019,High income,HIC
FRA,2003,High income,No,,2003,High income,HIC
FRA,2009,High income,No,,2009,High income,HIC
FRA,1987,High income,,,1987,High income,HIC
FRA,1994,High income,,,1994,High income,HIC
FRA,2008,High income,No,,2008,High income,HIC
FRA,1989,High income,,,1989,High income,HIC
FRA,1995,High income,,,1995,High income,HIC
FRA,2004,High income,No,,2004,High income,HIC
FRA,2021,High income,No,,2021,High income,HIC
FRA,2020,High income,No,,2020,High income,HIC
FRA,2012,High income,No,,2012,High income,HIC
FRA,1996,High income,,,1996,High income,HIC
FRA,1992,High income,,,1992,High income,HIC
FRA,2000,High income,No,,2000,High income,HIC
FRA,2022,High income,No,,2022,High income,HIC
FRA,2013,High income,No,,2013,High income,HIC
FRA,2005,High income,No,,2005,High income,HIC
FRA,2014,High income,No,,2014,High income,HIC
FRA,2015,High income,No,,2015,High income,HIC
FRO,2007,High income,No,,2007,High income,HIC
FRO,1996,High income,,,1996,High income,HIC
FRO,1993,High income,,,1993,High income,HIC
FRO,2024,High income,No,,2024,High income,HIC
FRO,2022,High income,No,,2022,High income,HIC
FRO,2005,High income,No,,2005,High income,HIC
FRO,2000,High income,No,,2000,High income,HIC
FRO,2001,High income,No,,2001,High income,HIC
FRO,1999,High income,No,,1999,High income,HIC
FRO,1991,High income,,,1991,High income,HIC
FRO,2004,High income,No,,2004,High income,HIC
FRO,2021,High income,No,,2021,High income,HIC
FRO,2018,High income,No,,2018,High income,HIC
FRO,2014,High income,No,,2014,High income,HIC
FRO,2006,High income,No,,2006,High income,HIC
FRO,2010,High income,No,,2010,High income,HIC
FRO,1992,High income,,,1992,High income,HIC
FRO,1998,High income,No,,1998,High income,HIC
FRO,2016,High income,No,,2016,High income,HIC
FRO,2017,High income,No,,2017,High income,HIC
FRO,1997,High income,,,1997,High income,HIC
FRO,1990,High income,,,1990,High income,HIC
FRO,2003,High income,No,,2003,High income,HIC
FRO,2023,High income,No,,2023,High income,HIC
FRO,2009,High income,No,,2009,High income,HIC
FRO,1988,High income,,,1988,High income,HIC
FRO,1989,High income,,,1989,High income,HIC
FRO,1995,High income,,,1995,High income,HIC
FRO,2019,High income,No,,2019,High income,HIC
FRO,1994,High income,,,1994,High income,HIC
FRO,2011,High income,No,,2011,High income,HIC
FRO,2008,High income,No,,2008,High income,HIC
FRO,2013,High income,No,,2013,High income,HIC
FRO,2015,High income,No,,2015,High income,HIC
FRO,2012,High income,No,,2012,High income,HIC
FRO,2002,High income,No,,2002,High income,HIC
FRO,2020,High income,No,,2020,High income,HIC
FRO,1987,High income,,,1987,High income,HIC
FSM,2018,Lower middle income,Yes,,2018,Lower middle income,LMIC
FSM,2024,Lower middle income,Yes,,2024,Lower middle income,LMIC
FSM,2000,Lower middle income,No,,2000,Lower middle income,LMIC
FSM,2012,Lower middle income,Yes,,2012,Lower middle income,LMIC
FSM,1995,Lower middle income,,,1995,Lower middle income,LMIC
FSM,2004,Lower middle income,No,,2004,Lower middle income,LMIC
FSM,1998,Lower middle income,No,,1998,Lower middle income,LMIC
FSM,2023,Lower middle income,Yes,,2023,Lower middle income,LMIC
FSM,2021,Lower middle income,Yes,,2021,Lower middle income,LMIC
FSM,2017,Lower middle income,Yes,,2017,Lower middle income,LMIC
FSM,2016,Lower middle income,Yes,,2016,Lower middle income,LMIC
FSM,2009,Lower middle income,No,,2009,Lower middle income,LMIC
FSM,1994,Lower middle income,,,1994,Lower middle income,LMIC
FSM,2013,Lower middle income,Yes,,2013,Lower middle income,LMIC
FSM,1991,Lower middle income,,,1991,Lower middle income,LMIC
FSM,1990,Lower middle income,,,1990,Lower middle income,LMIC
FSM,2011,Lower middle income,Yes,,2011,Lower middle income,LMIC
FSM,1993,Lower middle income,,,1993,Lower middle income,LMIC
FSM,2015,Lower middle income,Yes,,2015,Lower middle income,LMIC
FSM,2003,Lower middle income,No,,2003,Lower middle income,LMIC
FSM,1992,Lower middle income,,,1992,Lower middle income,LMIC
FSM,2022,Lower middle income,Yes,,2022,Lower middle income,LMIC
FSM,1999,Lower middle income,No,,1999,Lower middle income,LMIC
FSM,2002,Lower middle income,No,,2002,Lower middle income,LMIC
FSM,2007,Lower middle income,No,,2007,Lower middle income,LMIC
FSM,2005,Lower middle income,No,,2005,Lower middle income,LMIC
FSM,2010,Lower middle income,Yes,,2010,Lower middle income,LMIC
FSM,1997,Lower middle income,,,1997,Lower middle income,LMIC
FSM,1989,Lower middle income,,,1989,Lower middle income,LMIC
FSM,2014,Lower middle income,Yes,,2014,Lower middle income,LMIC
FSM,2001,Lower middle income,No,,2001,Lower middle income,LMIC
FSM,2008,Lower middle income,No,,2008,Lower middle income,LMIC
FSM,2019,Lower middle income,Yes,,2019,Lower middle income,LMIC
FSM,1988,Lower middle income,,,1988,Lower middle income,LMIC
FSM,2020,Lower middle income,Yes,,2020,Lower middle income,LMIC
FSM,2006,Lower middle income,No,,2006,Lower middle income,LMIC
FSM,1987,Lower middle income,,,1987,Lower middle income,LMIC
FSM,1996,Lower middle income,,,1996,Lower middle income,LMIC
GAB,2006,Upper middle income,No,Western and Central Africa,2006,Upper middle income,UMIC
GAB,1988,Upper middle income,,Western and Central Africa,1988,Upper middle income,UMIC
GAB,2019,Upper middle income,No,Western and Central Africa,2019,Upper middle income,UMIC
GAB,2002,Upper middle income,No,Western and Central Africa,2002,Upper middle income,UMIC
GAB,1990,Upper middle income,,Western and Central Africa,1990,Upper middle income,UMIC
GAB,1989,Upper middle income,,Western and Central Africa,1989,Upper middle income,UMIC
GAB,2017,Upper middle income,No,Western and Central Africa,2017,Upper middle income,UMIC
GAB,2011,Upper middle income,No,Western and Central Africa,2011,Upper middle income,UMIC
GAB,2009,Upper middle income,No,Western and Central Africa,2009,Upper middle income,UMIC
GAB,1998,Upper middle income,No,Western and Central Africa,1998,Upper middle income,UMIC
GAB,1999,Upper middle income,No,Western and Central Africa,1999,Upper middle income,UMIC
GAB,2000,Upper middle income,No,Western and Central Africa,2000,Upper middle income,UMIC
GAB,1992,Upper middle income,,Western and Central Africa,1992,Upper middle income,UMIC
GAB,1994,Upper middle income,,Western and Central Africa,1994,Upper middle income,UMIC
GAB,2001,Upper middle income,No,Western and Central Africa,2001,Upper middle income,UMIC
GAB,2024,Upper middle income,No,Western and Central Africa,2024,Upper middle income,UMIC
GAB,1996,Upper middle income,,Western and Central Africa,1996,Upper middle income,UMIC
GAB,2018,Upper middle income,No,Western and Central Africa,2018,Upper middle income,UMIC
GAB,1997,Upper middle income,,Western and Central Africa,1997,Upper middle income,UMIC
GAB,2021,Upper middle income,No,Western and Central Africa,2021,Upper middle income,UMIC
GAB,2010,Upper middle income,No,Western and Central Africa,2010,Upper middle income,UMIC
GAB,2008,Upper middle income,No,Western and Central Africa,2008,Upper middle income,UMIC
GAB,2023,Upper middle income,No,Western and Central Africa,2023,Upper middle income,UMIC
GAB,2015,Upper middle income,No,Western and Central Africa,2015,Upper middle income,UMIC
GAB,2012,Upper middle income,No,Western and Central Africa,2012,Upper middle income,UMIC
GAB,2013,Upper middle income,No,Western and Central Africa,2013,Upper middle income,UMIC
GAB,1991,Upper middle income,,Western and Central Africa,1991,Upper middle income,UMIC
GAB,2020,Upper middle income,No,Western and Central Africa,2020,Upper middle income,UMIC
GAB,1987,Upper middle income,,Western and Central Africa,1987,Upper middle income,UMIC
GAB,2005,Upper middle income,No,Western and Central Africa,2005,Upper middle income,UMIC
GAB,2016,Upper middle income,No,Western and Central Africa,2016,Upper middle income,UMIC
GAB,2007,Upper middle income,No,Western and Central Africa,2007,Upper middle income,UMIC
GAB,1995,Upper middle income,,Western and Central Africa,1995,Upper middle income,UMIC
GAB,2014,Upper middle income,No,Western and Central Africa,2014,Upper middle income,UMIC
GAB,2003,Upper middle income,No,Western and Central Africa,2003,Upper middle income,UMIC
GAB,2022,Upper middle income,No,Western and Central Africa,2022,Upper middle income,UMIC
GAB,1993,Upper middle income,,Western and Central Africa,1993,Upper middle income,UMIC
GBR,2021,High income,No,,2021,High income,HIC
GBR,2014,High income,No,,2014,High income,HIC
GBR,1990,High income,,,1990,High income,HIC
GBR,2004,High income,No,,2004,High income,HIC
GBR,2023,High income,No,,2023,High income,HIC
GBR,1987,High income,,,1987,High income,HIC
GBR,2015,High income,No,,2015,High income,HIC
GBR,2011,High income,No,,2011,High income,HIC
GBR,2016,High income,No,,2016,High income,HIC
GBR,2001,High income,No,,2001,High income,HIC
GBR,1991,High income,,,1991,High income,HIC
GBR,1993,High income,,,1993,High income,HIC
GBR,2003,High income,No,,2003,High income,HIC
GBR,2024,High income,No,,2024,High income,HIC
GBR,2020,High income,No,,2020,High income,HIC
GBR,2018,High income,No,,2018,High income,HIC
GBR,1992,High income,,,1992,High income,HIC
GBR,1994,High income,,,1994,High income,HIC
GBR,2008,High income,No,,2008,High income,HIC
GBR,1998,High income,No,,1998,High income,HIC
GBR,2022,High income,No,,2022,High income,HIC
GBR,2013,High income,No,,2013,High income,HIC
GBR,1989,High income,,,1989,High income,HIC
GBR,2009,High income,No,,2009,High income,HIC
GBR,1997,High income,,,1997,High income,HIC
GBR,2007,High income,No,,2007,High income,HIC
GBR,2010,High income,No,,2010,High income,HIC
GBR,2006,High income,No,,2006,High income,HIC
GBR,1988,High income,,,1988,High income,HIC
GBR,2005,High income,No,,2005,High income,HIC
GBR,2002,High income,No,,2002,High income,HIC
GBR,1996,High income,,,1996,High income,HIC
GBR,1999,High income,No,,1999,High income,HIC
GBR,2000,High income,No,,2000,High income,HIC
GBR,2017,High income,No,,2017,High income,HIC
GBR,2012,High income,No,,2012,High income,HIC
GBR,2019,High income,No,,2019,High income,HIC
GBR,1995,High income,,,1995,High income,HIC
GEO,2003,Lower middle income,Yes,,2003,Lower middle income,LMIC
GEO,2010,Lower middle income,Yes,,2010,Lower middle income,LMIC
GEO,1991,Lower middle income,,,1991,Lower middle income,LMIC
GEO,2018,Upper middle income,No,,2018,Upper middle income,UMIC
GEO,1988,Lower middle income,,,1988,Lower middle income,LMIC
GEO,2020,Upper middle income,No,,2020,Upper middle income,UMIC
GEO,2008,Lower middle income,Yes,,2008,Lower middle income,LMIC
GEO,1987,Lower middle income,,,1987,Lower middle income,LMIC
GEO,2007,Lower middle income,No,,2007,Lower middle income,LMIC
GEO,1998,Lower middle income,No,,1998,Lower middle income,LMIC
GEO,2015,Upper middle income,No,,2015,Upper middle income,UMIC
GEO,1994,Low income,,,1994,Low income,LIC
GEO,2016,Lower middle income,No,,2016,Lower middle income,LMIC
GEO,1990,Lower middle income,,,1990,Lower middle income,LMIC
GEO,1996,Lower middle income,,,1996,Lower middle income,LMIC
GEO,2012,Lower middle income,No,,2012,Lower middle income,LMIC
GEO,2021,Upper middle income,No,,2021,Upper middle income,UMIC
GEO,1995,Low income,,,1995,Low income,LIC
GEO,2023,Upper middle income,No,,2023,Upper middle income,UMIC
GEO,2019,Upper middle income,No,,2019,Upper middle income,UMIC
GEO,2017,Lower middle income,No,,2017,Lower middle income,LMIC
GEO,2002,Low income,Yes,,2002,Low income,LIC
GEO,2001,Low income,No,,2001,Low income,LIC
GEO,2006,Lower middle income,No,,2006,Lower middle income,LMIC
GEO,2000,Low income,No,,2000,Low income,LIC
GEO,1993,Low income,,,1993,Low income,LIC
GEO,2005,Lower middle income,No,,2005,Lower middle income,LMIC
GEO,2004,Lower middle income,No,,2004,Lower middle income,LMIC
GEO,2022,Upper middle income,No,,2022,Upper middle income,UMIC
GEO,2011,Lower middle income,No,,2011,Lower middle income,LMIC
GEO,1999,Low income,No,,1999,Low income,LIC
GEO,2014,Lower middle income,No,,2014,Lower middle income,LMIC
GEO,1989,Lower middle income,,,1989,Lower middle income,LMIC
GEO,1992,Lower middle income,,,1992,Lower middle income,LMIC
GEO,2013,Lower middle income,No,,2013,Lower middle income,LMIC
GEO,2009,Lower middle income,Yes,,2009,Lower middle income,LMIC
GEO,2024,Upper middle income,No,,2024,Upper middle income,UMIC
GEO,1997,Lower middle income,,,1997,Lower middle income,LMIC
GHA,2018,Lower middle income,No,Western and Central Africa,2018,Lower middle income,LMIC
GHA,2005,Low income,No,Western and Central Africa,2005,Low income,LIC
GHA,2003,Low income,No,Western and Central Africa,2003,Low income,LIC
GHA,1993,Low income,,Western and Central Africa,1993,Low income,LIC
GHA,1999,Low income,No,Western and Central Africa,1999,Low income,LIC
GHA,2022,Lower middle income,No,Western and Central Africa,2022,Lower middle income,LMIC
GHA,1995,Low income,,Western and Central Africa,1995,Low income,LIC
GHA,1987,Low income,,Western and Central Africa,1987,Low income,LIC
GHA,2021,Lower middle income,No,Western and Central Africa,2021,Lower middle income,LMIC
GHA,1994,Low income,,Western and Central Africa,1994,Low income,LIC
GHA,2019,Lower middle income,No,Western and Central Africa,2019,Lower middle income,LMIC
GHA,2006,Low income,No,Western and Central Africa,2006,Low income,LIC
GHA,2023,Lower middle income,No,Western and Central Africa,2023,Lower middle income,LMIC
GHA,1989,Low income,,Western and Central Africa,1989,Low income,LIC
GHA,2000,Low income,No,Western and Central Africa,2000,Low income,LIC
GHA,2008,Low income,No,Western and Central Africa,2008,Low income,LIC
GHA,2009,Low income,No,Western and Central Africa,2009,Low income,LIC
GHA,2012,Lower middle income,No,Western and Central Africa,2012,Lower middle income,LMIC
GHA,1991,Low income,,Western and Central Africa,1991,Low income,LIC
GHA,2013,Lower middle income,No,Western and Central Africa,2013,Lower middle income,LMIC
GHA,2014,Lower middle income,No,Western and Central Africa,2014,Lower middle income,LMIC
GHA,2004,Low income,No,Western and Central Africa,2004,Low income,LIC
GHA,1988,Low income,,Western and Central Africa,1988,Low income,LIC
GHA,2017,Lower middle income,No,Western and Central Africa,2017,Lower middle income,LMIC
GHA,2010,Lower middle income,No,Western and Central Africa,2010,Lower middle income,LMIC
GHA,2001,Low income,No,Western and Central Africa,2001,Low income,LIC
GHA,1997,Low income,,Western and Central Africa,1997,Low income,LIC
GHA,1996,Low income,,Western and Central Africa,1996,Low income,LIC
GHA,2024,Lower middle income,No,Western and Central Africa,2024,Lower middle income,LMIC
GHA,1992,Low income,,Western and Central Africa,1992,Low income,LIC
GHA,1990,Low income,,Western and Central Africa,1990,Low income,LIC
GHA,2011,Lower middle income,No,Western and Central Africa,2011,Lower middle income,LMIC
GHA,2015,Lower middle income,No,Western and Central Africa,2015,Lower middle income,LMIC
GHA,2007,Low income,No,Western and Central Africa,2007,Low income,LIC
GHA,1998,Low income,No,Western and Central Africa,1998,Low income,LIC
GHA,2016,Lower middle income,No,Western and Central Africa,2016,Lower middle income,LMIC
GHA,2020,Lower middle income,No,Western and Central Africa,2020,Lower middle income,LMIC
GIB,1987,Upper middle income,,,1987,Upper middle income,UMIC
GIB,2015,High income,No,,2015,High income,HIC
GIB,1995,High income,,,1995,High income,HIC
GIB,2023,High income,No,,2023,High income,HIC
GIB,1988,Upper middle income,,,1988,Upper middle income,UMIC
GIB,2005,High income,No,,2005,High income,HIC
GIB,2006,High income,No,,2006,High income,HIC
GIB,2010,High income,No,,2010,High income,HIC
GIB,1996,High income,,,1996,High income,HIC
GIB,1991,Upper middle income,,,1991,Upper middle income,UMIC
GIB,2017,High income,No,,2017,High income,HIC
GIB,1990,Upper middle income,,,1990,Upper middle income,UMIC
GIB,2011,High income,No,,2011,High income,HIC
GIB,2014,High income,No,,2014,High income,HIC
GIB,1992,Upper middle income,,,1992,Upper middle income,UMIC
GIB,1997,High income,,,1997,High income,HIC
GIB,1998,High income,No,,1998,High income,HIC
GIB,2021,High income,No,,2021,High income,HIC
GIB,2018,High income,No,,2018,High income,HIC
GIB,2009,High income,No,,2009,High income,HIC
GIB,2004,High income,No,,2004,High income,HIC
GIB,2012,High income,No,,2012,High income,HIC
GIB,2020,High income,No,,2020,High income,HIC
GIB,2007,High income,No,,2007,High income,HIC
GIB,2000,High income,No,,2000,High income,HIC
GIB,2008,High income,No,,2008,High income,HIC
GIB,1999,High income,No,,1999,High income,HIC
GIB,2016,High income,No,,2016,High income,HIC
